,idClient,Score,Age,Tenure,Games Balance,NumOfProducts,Cumulative score,Churn
248,1463,616,41,1,103560.57,1,236.45,1
249,3383,655,72,5,138089.97,2,99920.41,0
250,1513,656,39,10,0.0,2,98894.64,0
251,8348,807,28,7,165969.26,3,156122.13,1
252,8410,749,38,9,129378.32,1,13549.34,0
253,8037,555,21,1,0.0,2,103901.35,0
254,8032,666,36,6,0.0,2,176692.87,0
255,1042,722,30,5,0.0,2,166376.54,0
256,8817,685,31,7,122449.31,2,180769.55,0
257,6757,473,39,9,117103.26,2,85937.52,1
258,2278,732,43,6,0.0,2,65731.53,0
259,8707,850,55,7,0.0,1,171762.87,1
260,1522,507,29,6,0.0,2,94780.9,0
261,739,725,46,6,0.0,2,161767.38,0
262,9744,752,32,9,115587.49,2,101677.46,0
263,5842,676,49,1,0.0,1,79342.31,1
264,4613,748,49,7,29602.08,1,163550.58,1
265,1984,748,40,4,0.0,2,132368.47,0
266,4237,492,35,4,141359.37,2,39519.53,0
267,3324,487,31,1,0.0,2,158750.13,0
268,8565,519,48,10,71083.98,1,137959.0,0
269,9467,559,52,2,0.0,1,129013.59,1
270,9870,521,38,6,0.0,2,51454.06,0
271,7683,700,29,8,0.0,2,152097.02,0
272,2488,710,32,3,0.0,1,94790.34,0
273,5981,558,31,7,0.0,2,166720.28,0
274,7092,600,53,7,106261.63,1,93629.66,1
275,848,468,42,5,0.0,2,125305.34,0
276,8384,493,36,5,148667.81,2,56092.51,0
277,5345,787,25,5,0.0,2,47307.9,0
278,7925,833,47,2,0.0,2,182247.77,0
279,7227,777,46,0,107362.8,1,487.3,0
280,1475,755,30,6,154221.37,2,62688.55,0
281,3416,578,40,6,63609.92,1,74965.61,1
282,6993,557,39,7,49572.73,1,115287.99,1
283,2407,702,32,8,71667.74,1,126082.18,0
284,3134,682,27,1,97893.2,1,166144.98,0
285,8923,550,35,9,129847.75,2,197325.4,0
286,186,514,32,8,0.0,2,95857.18,0
287,1692,591,31,8,0.0,1,141677.33,0
288,4462,749,28,3,0.0,1,3408.7,0
289,2057,539,38,6,0.0,1,152880.07,1
290,9561,686,41,5,128876.71,3,106939.34,1
291,6308,583,27,4,105907.42,2,195732.04,0
292,8742,622,23,8,0.0,2,131389.39,0
293,8206,477,39,4,182491.57,1,185830.72,0
294,9153,708,23,4,71433.08,1,103697.57,0
295,6446,679,30,1,112543.42,1,179435.21,0
296,4710,554,31,1,0.0,2,192660.55,0
297,1554,592,38,8,119278.01,2,19370.73,0
298,9475,673,51,8,79563.36,2,172200.91,0
299,164,721,36,2,0.0,2,106977.8,0
300,7760,549,55,1,137592.31,2,116548.02,1
301,142,663,34,7,0.0,2,180427.24,0
302,5708,746,25,9,0.0,2,88728.47,0
303,9767,800,39,4,95252.72,1,13906.34,0
304,3717,665,27,2,147435.96,1,187508.06,0
305,7290,627,35,7,0.0,1,187718.26,0
306,4903,652,30,2,176166.56,2,152210.81,0
307,991,655,37,5,93147.0,2,66214.13,0
308,5748,542,34,8,108653.93,1,144725.14,0
309,7216,548,32,2,98986.28,1,55867.38,0
310,408,611,37,4,0.0,2,125696.26,0
311,1255,628,46,1,46870.43,4,31272.14,1
312,4323,508,31,8,72541.48,1,129803.08,0
313,7399,453,40,1,111524.49,1,120373.84,1
314,4101,635,37,9,146748.07,1,11407.58,0
315,3589,489,40,3,221532.8,1,171867.08,0
316,1934,666,74,7,105102.5,1,46172.47,0
317,9265,414,60,3,0.0,2,93844.82,0
318,199,501,57,10,0.0,2,47847.19,0
319,6122,679,48,8,0.0,2,23344.94,0
320,8605,786,39,7,0.0,2,100929.59,0
321,886,521,25,7,0.0,2,157878.67,0
322,7431,606,35,0,135984.15,2,186778.89,0
323,9167,627,35,2,137852.96,1,172269.21,1
324,2626,567,29,5,129750.68,1,109257.59,0
325,3436,676,34,4,89437.03,1,189540.95,0
326,3364,747,38,2,129728.6,1,89289.54,0
327,5215,740,57,3,113386.36,2,65121.63,1
328,4556,688,35,6,0.0,1,25488.43,1
329,4701,838,35,0,0.0,2,197305.91,0
330,7396,721,45,7,138523.2,1,59604.45,1
331,8309,556,36,7,154872.08,2,32044.64,0
332,794,743,34,1,131736.88,1,108543.21,0
333,2220,631,34,6,125227.82,2,128247.03,0
334,3947,511,31,5,137411.29,1,161854.98,0
335,6658,660,33,4,0.0,1,29664.45,0
336,803,614,31,7,120599.38,2,46163.44,0
337,2145,634,34,1,0.0,2,61995.57,0
338,2788,805,46,6,118022.06,3,162643.15,1
339,8552,507,32,7,0.0,2,67926.18,0
340,4278,775,51,2,123783.25,1,134901.57,0
341,1759,642,30,5,129753.69,1,582.53,0
342,9455,727,52,4,0.0,2,118429.02,0
343,9612,608,37,2,130461.02,1,21967.15,0
344,7905,449,32,0,155619.36,1,166692.03,0
345,9858,716,39,1,70657.61,2,76476.05,0
346,5932,656,46,7,141535.52,1,50595.15,1
347,8516,724,35,0,171982.95,2,167313.07,0
348,4093,583,40,4,0.0,2,114093.73,0
349,3777,750,33,2,152302.72,1,71333.44,0
350,6357,647,43,9,0.0,2,78488.39,0
351,4683,809,24,7,109558.36,1,183515.13,0
352,1147,614,30,3,131344.52,2,54776.64,0
353,8949,583,48,3,91246.53,1,60017.46,1
354,6453,538,43,5,0.0,2,126933.73,0
355,2790,705,44,0,184552.12,1,68860.3,1
356,8754,795,32,2,117265.21,1,198317.23,0
357,9763,708,21,8,133974.36,2,50294.09,0
358,9538,783,40,6,0.0,2,109742.55,0
359,5692,744,44,5,120654.68,1,82290.81,0
360,6611,422,54,3,140014.42,1,86350.97,0
361,5253,665,44,7,0.0,2,66548.58,0
362,9518,543,37,8,140894.06,2,118059.19,0
363,3694,742,60,4,0.0,1,13161.66,1
364,6378,692,33,9,0.0,1,113505.93,1
365,9648,625,31,5,0.0,2,90.07,0
366,2768,598,27,10,171283.91,1,84136.12,0
367,4229,740,37,9,0.0,2,73225.31,0
368,4616,565,44,1,0.0,2,89602.81,0
369,5157,555,33,5,127343.4,1,121789.3,0
370,6119,632,49,5,167962.7,1,140201.21,0
371,5910,691,33,6,0.0,2,100408.31,0
372,6398,550,33,9,72788.03,1,103608.06,0
373,8006,634,36,1,69518.95,1,116238.39,0
374,4603,722,35,1,120171.58,1,125240.8,0
375,345,718,25,7,0.0,2,30380.12,0
376,7876,697,38,1,182065.85,1,49503.5,0
377,2620,850,49,8,0.0,1,25867.67,1
378,2314,597,40,9,106756.01,2,151167.94,0
379,4844,654,29,2,91955.61,1,37065.66,0
380,2290,644,48,8,0.0,2,44965.54,1
381,6266,850,37,6,0.0,2,109291.22,0
382,105,670,65,1,0.0,1,177655.68,1
383,6781,487,37,2,0.0,2,126722.57,0
384,7289,571,30,4,85755.86,1,145115.95,0
385,1825,798,37,4,111723.08,1,83478.12,0
386,5520,678,43,1,133237.21,1,111032.79,1
387,9583,559,62,6,118756.62,1,20367.68,0
388,9766,445,64,2,136770.67,1,43678.06,0
389,9211,382,36,0,0.0,1,179540.73,1
390,4076,713,43,5,86394.14,1,130001.13,0
391,3606,588,34,10,129417.82,1,153727.32,0
392,6574,647,35,3,192407.97,1,40145.28,0
393,7505,654,32,2,0.0,1,51972.92,1
394,5874,598,40,9,0.0,1,68462.59,1
395,8304,521,43,8,0.0,1,93180.09,0
396,2597,833,28,4,136674.51,2,5278.78,0
397,833,732,29,1,154333.82,1,138527.56,0
398,2009,639,43,6,99610.92,2,187296.78,0
399,9786,455,27,5,155879.09,2,70774.97,0
400,2074,626,48,2,0.0,2,95794.98,0
401,79,757,33,5,77253.22,1,194239.63,0
402,39,850,36,7,0.0,1,40812.9,0
403,1524,598,41,8,0.0,2,161954.43,0
404,2824,668,59,5,120170.07,1,50454.8,0
405,6650,605,47,7,142643.54,1,189310.27,0
406,3908,603,46,4,98899.76,2,86190.34,0
407,3063,582,40,9,0.0,3,60954.45,0
408,9516,639,38,9,130233.14,1,81861.1,0
409,3878,645,45,4,0.0,1,174916.85,1
410,2972,681,30,2,111093.01,1,68985.99,0
411,4378,719,37,9,101455.7,1,25803.59,1
412,5091,474,30,9,0.0,2,63158.22,0
413,6739,573,35,9,134498.54,2,119924.8,0
414,7136,681,57,2,173306.13,1,131964.66,0
415,4220,543,25,1,146566.01,1,161407.48,0
416,1400,517,29,5,0.0,2,103402.88,0
417,2662,742,28,2,191864.51,1,108457.99,1
418,2492,612,26,4,0.0,2,179780.74,0
419,8527,627,27,1,62092.9,1,105887.04,0
420,5508,583,40,3,54428.37,1,109638.78,1
421,358,522,34,9,126436.29,1,174248.52,1
422,258,671,34,6,37266.67,2,156917.12,0
423,75,519,36,9,0.0,2,145562.4,0
424,5785,631,29,2,0.0,2,18581.84,0
425,909,685,31,10,135213.71,1,125777.28,0
426,3099,539,24,3,0.0,2,198161.07,0
427,4306,692,31,2,0.0,2,91829.17,1
428,1975,694,33,4,129731.64,2,178123.86,0
429,1128,549,45,3,143734.01,2,96404.38,0
430,4121,666,21,1,121827.43,2,99818.31,0
431,9188,601,38,4,60013.81,1,38020.05,0
432,8604,551,59,2,166968.28,1,159483.76,1
433,3607,479,26,1,0.0,2,19116.97,0
434,6828,718,49,10,0.0,1,184474.72,1
435,3310,523,28,2,121164.11,1,59938.81,0
436,9542,603,38,8,59360.77,1,191457.06,0
437,8806,850,39,8,0.0,2,37090.44,0
438,8574,633,26,8,124281.84,1,60116.57,0
439,7325,607,39,10,0.0,3,132741.13,1
440,1687,682,36,5,0.0,2,147758.51,0
441,4343,554,30,6,135370.12,1,179689.05,1
442,1019,850,45,5,103909.86,1,60083.11,1
443,2258,686,35,4,0.0,2,159676.55,0
444,7966,625,51,4,124620.01,2,92243.94,1
445,5848,517,45,4,0.0,1,172674.36,1
446,696,664,57,6,0.0,2,15304.08,0
447,4744,511,57,8,122950.31,1,181258.76,0
448,6656,554,44,7,85304.27,1,58076.52,0
449,8272,481,37,8,152303.66,2,175082.2,0
450,270,791,35,7,52436.2,1,161051.75,0
451,6728,745,36,9,0.0,1,19605.18,1
452,7401,762,35,1,117458.51,1,178361.48,1
453,2519,758,50,2,95813.76,3,67944.09,1
454,3963,712,33,2,182888.08,1,3061.0,0
455,4583,501,37,4,0.0,2,12470.3,0
456,9778,705,39,3,92224.56,1,54517.25,0
457,1588,592,37,7,0.0,2,126726.33,0
458,6048,536,40,9,0.0,2,11959.03,0
459,2116,404,54,4,125456.07,1,83715.66,1
460,1682,681,32,3,0.0,2,59679.9,0
461,2964,655,51,3,0.0,2,15801.02,0
462,650,652,38,6,0.0,2,145700.22,0
463,9738,710,22,8,0.0,3,107292.91,0
464,6115,627,44,5,0.0,2,82969.61,1
465,4640,789,27,8,66201.96,1,79458.12,0
466,8403,549,36,6,139422.37,1,83983.39,1
467,8136,710,24,7,103099.17,2,173276.62,0
468,7937,468,22,2,0.0,2,28123.99,0
469,8738,634,34,3,145030.92,1,41820.65,0
470,4807,697,33,1,87347.7,1,172524.51,0
471,1183,673,43,5,168069.73,1,146992.24,1
472,9266,675,38,1,104016.88,1,22068.83,1
473,4855,706,23,2,93301.97,2,127187.04,0
474,2126,544,45,6,0.0,2,151401.33,0
475,6890,473,25,6,110666.42,2,46758.42,0
476,7270,655,34,7,118028.35,1,51226.32,1
477,4780,613,40,1,147856.82,3,107961.11,1
478,7745,739,36,0,0.0,2,133465.57,0
479,8293,783,41,5,106640.5,1,176945.96,0
480,4606,530,34,8,0.0,2,141872.52,0
481,7711,506,40,3,0.0,1,144345.58,0
482,2798,652,27,2,166527.88,2,146007.7,0
483,5026,728,37,3,122689.51,2,106977.53,1
484,4002,545,53,5,114421.55,1,180598.28,1
485,3447,649,37,9,87374.88,2,247.36,0
486,4116,580,23,5,113923.81,2,196241.43,0
487,2164,605,35,6,0.0,2,45206.57,0
488,3615,558,36,0,126606.63,2,172363.52,0
489,946,697,25,5,82931.85,2,128373.88,0
490,6188,704,36,3,114370.41,1,66810.48,0
491,1419,521,40,9,134504.78,1,18082.06,0
492,7847,557,27,3,87739.08,1,123096.56,0
493,3501,850,32,5,106290.64,1,121982.73,0
494,9303,744,36,10,0.0,2,182867.84,0
495,7809,603,55,7,127723.25,2,139469.11,1
496,8815,740,51,4,0.0,2,178929.84,0
497,2243,621,30,2,101014.08,2,165257.31,0
498,7060,669,35,4,108269.2,2,174969.92,0
499,5042,567,29,8,0.0,2,156125.72,0
500,561,584,29,7,105204.01,1,138490.03,0
501,910,806,25,7,0.0,2,18461.9,0
502,3502,646,30,10,100548.67,2,136983.77,0
503,4103,662,33,3,0.0,2,68064.83,0
504,3626,470,31,4,55732.92,2,103792.53,0
505,607,699,53,4,0.0,2,111307.98,0
506,5265,547,44,5,0.0,3,5459.07,1
507,5527,579,49,4,169377.31,1,123535.05,0
508,9222,655,37,4,108862.76,1,79555.08,1
509,7533,760,33,1,118114.28,2,156660.21,0
510,4762,799,32,3,106045.92,2,17938.0,0
511,6603,761,38,1,120530.13,2,109394.62,0
512,7436,610,50,5,130554.51,3,184758.17,1
513,1935,726,30,5,111375.32,2,2704.09,0
514,8724,350,51,10,0.0,1,125823.79,1
515,4226,648,36,8,146943.38,2,130041.45,0
516,1347,643,30,5,94443.77,1,165614.4,0
517,9880,486,62,9,118356.89,2,168034.83,1
518,6801,711,35,8,0.0,1,67508.01,0
519,5220,625,38,7,0.0,1,164804.02,0
520,285,799,22,8,174185.98,2,192633.85,0
521,7426,552,33,3,144962.74,1,58844.84,1
522,5213,742,55,5,155196.17,1,121207.66,1
523,9361,552,39,2,132906.88,1,149384.43,0
524,1950,516,43,2,112773.73,2,139366.58,0
525,7318,727,59,5,152581.06,1,71830.1,1
526,3282,775,32,2,108698.96,2,161069.73,0
527,8769,761,62,5,98854.34,1,86920.97,1
528,4700,844,56,5,99529.7,1,157230.06,1
529,1668,606,46,8,0.0,2,183717.94,0
530,4021,721,42,4,102936.72,1,1187.88,0
531,6282,850,31,4,0.0,2,152298.28,0
532,7376,639,77,6,80926.02,2,55829.25,0
533,8500,498,35,2,121968.11,2,188343.05,0
534,1970,717,36,5,0.0,2,145551.6,0
535,9311,651,47,2,0.0,2,119808.64,0
536,7207,753,47,1,131160.85,1,197444.69,0
537,4806,651,41,1,90218.11,1,174337.68,0
538,5693,573,30,6,0.0,2,66190.21,0
539,9457,639,39,6,150555.83,1,30414.17,0
540,3903,591,40,1,86376.29,1,136767.16,1
541,2210,663,33,9,0.0,2,91514.62,0
542,3333,735,31,3,119558.35,1,72927.68,0
543,6690,630,41,7,107511.52,1,46156.87,0
544,7600,537,45,7,158621.04,1,120892.96,1
545,9690,698,57,9,111359.55,2,105715.01,0
546,2457,607,25,4,121166.89,1,115288.24,0
547,9964,740,33,2,126524.11,1,136869.31,0
548,9893,604,40,5,155455.43,1,113581.85,0
549,6435,628,45,8,0.0,2,193903.06,0
550,6035,655,37,8,163708.58,2,76259.23,0
551,2239,835,28,2,163569.61,2,154559.28,0
552,9940,693,57,9,0.0,2,135502.77,0
553,8271,559,34,0,0.0,1,182988.94,0
554,6507,585,56,1,128472.8,1,186476.91,1
555,1243,696,30,4,114027.7,1,193716.56,0
556,4948,753,62,6,0.0,2,136398.9,0
557,8735,706,47,10,144090.42,1,140938.95,1
558,1772,600,37,1,142663.46,1,88669.89,0
559,9772,480,39,5,121626.9,1,82438.13,0
560,1065,723,20,4,0.0,2,140385.33,0
561,8061,730,39,6,140094.59,1,172450.04,1
562,9826,467,28,10,126315.26,1,32349.29,1
563,7939,805,39,2,0.0,1,166650.32,0
564,9753,690,21,8,0.0,2,155782.89,0
565,6449,680,37,6,124140.57,2,92826.35,0
566,7155,605,33,9,128152.82,1,147822.81,0
